a,e,i,omega,Omega,f,L
5.20222188063307,0.048281033508756406,1.3035892983882253,273.47134252865783,100.51747855062274,45.33758306596065,69.47881237422756
9.54584567874982,0.05465193028020308,2.487482816565467,338.22791944245944,113.59662458155441,250.69667920319583,80.33473221964893
19.19231467118341,0.04723562892221872,0.7721151039806692,96.93754657681481,74.00714138418519,242.06354649390374,228.81409865699337
30.07611532211681,0.00875961255033333,1.7701863929600206,272.48243779996767,131.7812863338115,313.2411437379834,42.496537929882464
9.545845678749817,0.06000000000000016,2.487482816565467,38.22791944245969,113.59662458155441,250.69667920319552,200.92900997588367
9.57063846528613,0.060000000000000164,2.4874828165653207,38.22791944245954,113.59662458155441,250.69667920319566,200.92900997588336
9.595431251822443,0.06000000000000008,2.4874828165653207,38.22791944245928,113.59662458155441,250.69667920319597,200.92900997588305
9.620224038358751,0.06000000000000017,2.487482816565467,38.22791944245949,113.59662458155441,250.6966792031957,200.9290099758835
9.645016824895055,0.060000000000000296,2.487482816565467,38.22791944245989,113.59662458155441,250.69667920319532,200.92900997588367
9.66980961143137,0.060000000000000116,2.487482816565467,38.22791944245979,113.59662458155441,250.6966792031954,200.92900997588367
9.694602397967687,0.05999999999999999,2.487482816565467,38.22791944245938,113.59662458155441,250.69667920319583,200.92900997588325
9.719395184504,0.05999999999999995,2.4874828165653207,38.22791944245928,113.59662458155441,250.69667920319597,200.9290099758832
9.744187971040303,0.06000000000000013,2.487482816565467,38.227919442459736,113.59662458155441,250.69667920319552,200.92900997588356
9.768980757576617,0.060000000000000046,2.487482816565467,38.22791944245949,113.59662458155441,250.6966792031957,200.9290099758832
9.793773544112929,0.06000000000000015,2.487482816565467,38.22791944245959,113.59662458155441,250.69667920319566,200.92900997588367
9.81856633064924,0.060000000000000296,2.487482816565467,38.22791944245969,113.59662458155441,250.69667920319552,200.92900997588367
9.843359117185546,0.06000000000000014,2.487482816565467,38.22791944245989,113.59662458155441,250.69667920319532,200.92900997588384
9.868151903721865,0.060000000000000164,2.487482816565467,38.22791944245938,113.59662458155441,250.69667920319586,200.9290099758835
9.892944690258169,0.06000000000000023,2.4874828165656138,38.22791944245969,113.59662458155441,250.69667920319557,200.92900997588367
9.917737476794482,0.06000000000000012,2.4874828165653207,38.22791944245954,113.59662458155441,250.69667920319566,200.92900997588333
9.942530263330791,0.06000000000000011,2.4874828165656138,38.227919442459736,113.59662458155441,250.69667920319552,200.92900997588376
9.967323049867101,0.06000000000000012,2.4874828165653207,38.22791944245964,113.59662458155441,250.69667920319557,200.92900997588356
9.992115836403418,0.05999999999999999,2.487482816565467,38.22791944245959,113.59662458155441,250.69667920319566,200.9290099758836
10.016908622939727,0.060000000000000116,2.487482816565467,38.22791944245964,113.59662458155441,250.69667920319563,200.92900997588353
