a,e,i,omega,Omega,f,L
5.20222188063307,0.048281033508756406,1.3035892983882253,273.47134252865783,100.51747855062274,45.33758306596065,69.47881237422756
9.54584567874982,0.05465193028020308,2.487482816565467,338.22791944245944,113.59662458155441,250.69667920319583,80.33473221964893
19.19231467118341,0.04723562892221872,0.7721151039806692,96.93754657681481,74.00714138418519,242.06354649390374,228.81409865699337
30.07611532211681,0.00875961255033333,1.7701863929600206,272.48243779996767,131.7812863338115,313.2411437379834,42.496537929882464
9.545845678749817,0.04000000000000011,2.4874828165653207,38.22791944245979,113.59662458155441,250.6966792031954,198.71398465598594
9.57063846528613,0.04000000000000008,2.4874828165656138,38.22791944245964,113.59662458155441,250.69667920319557,198.7139846559859
9.59543125182244,0.04000000000000017,2.487482816565467,38.22791944245969,113.59662458155441,250.69667920319557,198.71398465598605
9.620224038358746,0.04000000000000023,2.487482816565467,38.22791944245984,113.59662458155441,250.6966792031954,198.71398465598605
9.645016824895064,0.039999999999999994,2.487482816565467,38.22791944245928,113.59662458155441,250.69667920319597,198.71398465598546
9.669809611431374,0.04000000000000006,2.487482816565467,38.22791944245933,113.59662458155441,250.69667920319586,198.71398465598529
9.694602397967683,0.04,2.487482816565467,38.22791944245964,113.59662458155441,250.69667920319557,198.7139846559856
9.719395184503997,0.04000000000000006,2.487482816565467,38.22791944245959,113.59662458155441,250.69667920319563,198.7139846559858
9.744187971040306,0.04000000000000006,2.487482816565467,38.22791944245959,113.59662458155441,250.69667920319563,198.7139846559858
9.768980757576617,0.04000000000000003,2.4874828165656138,38.22791944245964,113.59662458155441,250.69667920319563,198.71398465598583
9.793773544112932,0.03999999999999994,2.487482816565467,38.22791944245938,113.59662458155441,250.69667920319583,198.71398465598568
9.81856633064924,0.03999999999999997,2.4874828165653207,38.22791944245969,113.59662458155441,250.69667920319552,198.71398465598594
9.843359117185551,0.04000000000000002,2.487482816565467,38.22791944245943,113.59662458155441,250.69667920319577,198.71398465598548
9.86815190372186,0.04000000000000021,2.487482816565467,38.22791944245954,113.59662458155441,250.6966792031957,198.71398465598546
9.892944690258167,0.04000000000000017,2.487482816565467,38.22791944245999,113.59662458155441,250.6966792031952,198.713984655986
9.917737476794484,0.04000000000000005,2.4874828165656138,38.22791944245943,113.59662458155441,250.69667920319583,198.71398465598548
9.942530263330793,0.04000000000000014,2.487482816565467,38.22791944245964,113.59662458155441,250.69667920319557,198.71398465598566
9.967323049867101,0.04000000000000008,2.4874828165656138,38.22791944245979,113.59662458155441,250.6966792031954,198.7139846559859
9.992115836403414,0.04000000000000017,2.487482816565467,38.227919442459736,113.59662458155441,250.69667920319552,198.71398465598617
10.016908622939726,0.04000000000000006,2.487482816565467,38.22791944245969,113.59662458155441,250.69667920319552,198.71398465598568
