a,e,i,omega,Omega,f,L
5.20222188063307,0.048281033508756406,1.3035892983882253,273.47134252865783,100.51747855062274,45.33758306596065,69.47881237422756
9.54584567874982,0.05465193028020308,2.487482816565467,338.22791944245944,113.59662458155441,250.69667920319583,80.33473221964893
19.19231467118341,0.04723562892221872,0.7721151039806692,96.93754657681481,74.00714138418519,242.06354649390374,228.81409865699337
30.07611532211681,0.00875961255033333,1.7701863929600206,272.48243779996767,131.7812863338115,313.2411437379834,42.496537929882464
9.545845678749815,4.389066575991571e-16,2.487482816565467,121.15263165995827,113.59662458155441,167.7719669856969,277.2704794687223
9.570638465286132,1.0595140378450673e-16,2.487482816565467,198.92459864565524,113.59662458155441,90.0,355.0424464544193
9.595431251822443,7.597619017239857e-17,2.487482816565467,198.92459864565524,113.59662458155441,90.0,355.0424464544193
9.620224038358748,4.3352882072554745e-16,2.487482816565467,113.25506006669892,113.59662458155441,175.66953857895635,269.372907875463
9.645016824895063,2.1731161544976654e-16,2.4874828165656138,104.63411772616209,113.59662458155441,184.29048091949312,260.7519655349261
9.669809611431372,2.1933183735329926e-16,2.487482816565467,101.04247686133965,113.59662458155441,187.88212178431561,257.1603246701037
9.694602397967682,4.369465390987993e-16,2.4874828165653207,113.36772623176253,113.59662458155441,175.55687241389276,269.4855740405266
9.719395184503997,8.672956843907893e-18,2.487482816565467,198.92459864565524,113.59662458155441,90.0,355.0424464544193
9.744187971040306,2.531061576885393e-16,2.487482816565467,139.04462244579756,113.59662458155441,149.8799761998577,295.1624702545616
9.768980757576617,2.3631153011683046e-16,2.4874828165653207,130.6749843700732,113.59662458155441,158.24961427558202,286.7928321788372
9.793773544112927,4.4122636936495813e-16,2.487482816565467,113.03812684869897,113.59662458155441,175.88647179695627,269.155974657463
9.818566330649242,2.2277026012385346e-17,2.487482816565467,18.924598645655202,113.59662458155441,270.0,175.04244645441926
9.84335911718555,2.3399004402495123e-16,2.4874828165656138,127.98692228015804,113.59662458155441,160.93767636549723,284.10477008892207
9.86815190372186,2.6344425605431366e-16,2.4874828165653207,141.6146151063759,113.59662458155441,147.30998353927933,297.73246291513993
9.892944690258174,1.454684521786643e-16,2.487482816565467,149.10733680189782,113.59662458155441,139.8172618437574,305.22518461066187
9.917737476794484,1.6402369805526006e-16,2.4874828165656138,156.13861585198032,113.59662458155441,132.7859827936749,312.25646366074443
9.94253026333079,5.602688190506218e-16,2.487482816565467,104.329217556833,113.59662458155441,184.59538108882217,260.44706536559704
9.9673230498671,5.608968252032838e-16,2.487482816565467,112.4083194834109,113.59662458155441,176.51627916224433,268.52616729217493
9.992115836403416,2.317310377125229e-16,2.487482816565467,123.2744070673296,113.59662458155441,165.6501915783256,279.3922548760937
10.016908622939727,1.1560761331123628e-16,2.4874828165653207,95.67255849991149,113.59662458155441,193.25204014574373,251.79040630867553
